employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
17814,Operations,region_23,Master's & above,f,other,1,37,4,6,0,0,65,1
22776,Sales & Marketing,region_7,Bachelor's,m,other,2,32,3,5,1,0,50,1
42403,Procurement,region_2,Bachelor's,f,sourcing,1,44,1,11,0,0,74,1
27208,Sales & Marketing,region_7,Master's & above,f,sourcing,1,40,4,11,0,0,51,1
51148,Sales & Marketing,region_2,,m,other,1,34,4,7,0,0,53,1
54365,Operations,region_2,Bachelor's,m,other,1,39,3,11,1,0,57,1
37194,Sales & Marketing,region_2,Bachelor's,m,other,3,31,1,3,0,0,48,1
42598,Procurement,region_16,Master's & above,f,other,1,39,1,10,0,0,79,1
42421,Procurement,region_13,Master's & above,f,other,1,42,3,6,0,0,75,1
42958,Analytics,region_28,Bachelor's,m,sourcing,1,28,3,2,1,0,89,1
61541,Technology,region_5,Bachelor's,f,other,1,25,3,2,0,0,79,1
26574,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,4,6,1,0,47,0
4010,Technology,region_2,Below Secondary,m,referred,1,22,3,1,0,0,80,1
47126,Sales & Marketing,region_7,,m,other,1,30,3,2,0,0,50,1
34777,HR,region_2,Master's & above,m,other,1,49,4,16,1,0,49,1
56675,Procurement,region_15,Master's & above,f,sourcing,1,38,4,7,0,0,68,1
70691,Technology,region_16,Bachelor's,m,other,1,27,,1,0,1,91,0
62945,Procurement,region_2,Master's & above,f,sourcing,1,39,5,14,1,0,68,1
45762,Operations,region_2,Master's & above,m,other,1,50,3,20,0,0,62,1
23833,Procurement,region_2,Bachelor's,f,sourcing,1,40,5,6,1,0,66,1
59060,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,24,,1,0,0,53,1
68892,Operations,region_2,Master's & above,m,other,1,41,4,12,1,0,58,1
37866,Analytics,region_27,Bachelor's,m,other,1,28,5,5,0,0,80,1
20015,Sales & Marketing,region_2,Master's & above,f,other,1,56,4,5,0,0,43,1
40783,Technology,region_2,Bachelor's,m,referred,1,35,3,9,0,0,81,1
23979,Procurement,region_2,Master's & above,m,sourcing,1,54,2,13,0,0,71,1
66526,Finance,region_31,Bachelor's,m,sourcing,1,38,4,3,1,0,60,1
64542,Operations,region_22,Bachelor's,m,other,1,30,3,4,1,1,59,0
74143,R&D,region_2,Bachelor's,m,other,2,40,3,4,1,0,90,1
50842,Sales & Marketing,region_2,,f,sourcing,1,30,4,4,0,0,49,1
32520,Analytics,region_7,Bachelor's,m,sourcing,1,48,1,13,0,0,82,1
28141,Procurement,region_2,Bachelor's,f,sourcing,1,32,4,4,1,0,69,1
58826,Analytics,region_2,Master's & above,m,other,1,53,4,7,0,0,82,1
53549,Operations,region_7,Master's & above,m,other,1,39,3,5,0,0,56,1
4244,Analytics,region_26,Bachelor's,m,other,2,37,3,3,0,0,80,1
21855,Sales & Marketing,region_7,Bachelor's,m,other,1,39,3,12,0,0,46,1
47550,Analytics,region_28,Bachelor's,m,other,1,35,4,10,1,0,88,1
41460,Analytics,region_8,Bachelor's,m,sourcing,1,28,5,5,1,0,84,1
106,Operations,region_22,Bachelor's,f,sourcing,1,32,1,7,0,0,56,1
66347,Technology,region_22,Master's & above,m,other,1,40,2,3,1,0,79,1
32432,HR,region_2,Master's & above,m,other,2,43,5,13,0,0,60,0
17395,Sales & Marketing,region_6,Bachelor's,f,other,1,28,3,2,0,0,49,1
72817,Operations,region_4,Master's & above,m,sourcing,1,56,5,7,1,1,58,0
45039,Sales & Marketing,region_22,Bachelor's,f,other,1,28,,1,0,0,53,1
53094,Technology,region_16,Bachelor's,f,sourcing,1,34,3,4,0,0,82,1
70262,Procurement,region_13,Master's & above,f,sourcing,1,39,5,5,0,1,84,0
10716,Operations,region_30,Bachelor's,f,other,1,32,5,5,0,0,61,1
13958,Sales & Marketing,region_2,,f,other,1,40,1,4,1,0,47,1
28094,Analytics,region_13,Bachelor's,m,sourcing,1,39,2,3,0,0,80,1
61725,Sales & Marketing,region_27,Bachelor's,m,other,1,33,4,7,0,0,53,1
20796,Sales & Marketing,region_25,Bachelor's,f,other,1,30,3,5,0,0,48,1
65656,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,4,4,1,0,50,1
39344,Technology,region_26,Bachelor's,m,sourcing,1,30,4,5,0,0,82,1
61939,Sales & Marketing,region_2,Bachelor's,m,other,1,39,5,10,1,0,54,1
15743,Procurement,region_31,Bachelor's,m,sourcing,1,41,5,4,1,0,71,1
42540,Operations,region_22,Bachelor's,f,sourcing,1,50,3,22,1,0,61,1
11150,Operations,region_22,Bachelor's,f,referred,1,35,5,8,0,0,63,1
52420,Analytics,region_15,,m,other,1,30,1,3,0,0,85,1
54183,Operations,region_19,Bachelor's,f,sourcing,1,36,3,7,0,0,61,1
34385,Procurement,region_2,Master's & above,f,other,1,42,2,12,0,0,67,1
77085,HR,region_15,Bachelor's,m,other,1,32,5,4,1,0,52,1
8524,Sales & Marketing,region_2,Bachelor's,f,other,1,42,5,7,0,0,47,1
46052,Sales & Marketing,region_34,Bachelor's,m,sourcing,3,27,,1,1,1,50,1
14893,Procurement,region_15,Bachelor's,f,other,1,30,,1,1,0,71,1
66484,Operations,region_11,Bachelor's,m,sourcing,1,28,3,5,0,0,59,1
28767,Sales & Marketing,region_22,,m,other,1,27,3,3,1,0,50,1
6236,Procurement,region_28,Master's & above,f,other,1,33,3,7,0,0,68,1
7852,HR,region_2,Below Secondary,f,sourcing,1,22,5,2,1,0,52,1
49864,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,3,2,1,0,48,1
66756,Sales & Marketing,region_26,Master's & above,m,other,1,42,5,7,1,0,50,1
69755,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,27,1,3,1,1,50,1
39121,Operations,region_21,Bachelor's,m,other,1,38,3,8,0,0,54,1
77417,Technology,region_1,Master's & above,m,sourcing,1,35,4,4,1,0,79,1
40951,Technology,region_29,Bachelor's,m,sourcing,1,27,3,2,0,0,82,1
38658,Operations,region_22,Master's & above,m,sourcing,1,33,3,7,0,0,63,1
51023,Technology,region_2,Master's & above,m,sourcing,1,44,3,15,0,0,76,1
21981,Operations,region_22,Bachelor's,f,sourcing,3,27,3,4,0,0,60,1
52019,Operations,region_1,Bachelor's,f,sourcing,3,27,5,4,1,0,59,1
65369,Operations,region_22,Bachelor's,f,other,1,38,4,5,1,0,63,0
10075,Procurement,region_2,Bachelor's,m,sourcing,1,56,3,6,0,0,72,1
20663,Analytics,region_4,Bachelor's,m,other,1,29,3,5,1,0,84,1
31948,Sales & Marketing,region_22,Master's & above,m,sourcing,1,33,4,8,1,0,54,1
50727,Procurement,region_7,Bachelor's,m,other,1,32,4,5,0,0,74,1
40482,Procurement,region_7,Bachelor's,m,sourcing,1,26,,1,0,0,70,1
22624,Procurement,region_5,Bachelor's,m,other,1,30,3,2,0,0,71,1
58484,Sales & Marketing,region_13,Bachelor's,m,other,1,27,2,4,0,0,48,1
77795,Sales & Marketing,region_22,Master's & above,m,sourcing,1,48,3,5,0,0,46,1
49674,Analytics,region_28,Master's & above,m,other,1,40,1,6,1,0,84,0
25167,Operations,region_2,Master's & above,f,other,1,57,5,6,0,0,62,1
64046,Procurement,region_22,Master's & above,f,sourcing,1,29,3,2,1,0,69,1
45027,Finance,region_30,Bachelor's,f,other,1,28,3,3,1,0,58,0
12862,Technology,region_28,Bachelor's,m,other,1,28,1,2,1,0,81,1
72060,Operations,region_2,Master's & above,f,sourcing,2,38,5,3,1,0,63,1
14861,Sales & Marketing,region_27,Bachelor's,m,other,1,33,5,6,1,0,97,0
9767,Analytics,region_19,Bachelor's,m,other,1,34,3,9,0,0,81,1
62009,Operations,region_2,Bachelor's,m,referred,1,32,4,7,0,0,63,1
4579,Operations,region_13,Bachelor's,m,other,1,39,4,4,0,0,60,1
20809,Legal,region_2,,m,sourcing,1,47,4,6,1,0,56,1
25634,Technology,region_22,Bachelor's,m,sourcing,3,32,3,1,0,0,79,1
6159,Procurement,region_2,Master's & above,f,sourcing,1,33,2,9,0,0,65,1
48222,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,29,,1,0,0,45,1
6643,Sales & Marketing,region_30,Bachelor's,m,other,1,50,4,5,0,0,51,1
52986,Analytics,region_1,Bachelor's,m,other,1,27,4,2,1,0,86,1
68705,Operations,region_22,Bachelor's,f,other,2,35,5,9,1,0,63,1
31122,Operations,region_27,Bachelor's,f,sourcing,1,25,4,2,1,0,63,1
12669,Procurement,region_17,Master's & above,f,other,1,36,4,8,0,0,70,1
59346,Operations,region_22,Bachelor's,m,sourcing,2,28,,1,1,0,63,1
48416,Operations,region_4,Master's & above,f,other,1,30,5,5,1,0,62,1
35708,Sales & Marketing,region_21,Master's & above,f,sourcing,1,32,2,2,0,0,49,1
23922,Sales & Marketing,region_31,,m,other,2,27,3,3,0,0,50,1
3821,Procurement,region_2,Master's & above,m,sourcing,1,34,5,10,1,0,73,1
72200,Legal,region_26,Bachelor's,m,other,1,26,4,2,0,0,58,1
30604,Operations,region_31,Master's & above,f,sourcing,1,44,3,16,0,0,74,0
45422,Sales & Marketing,region_2,Bachelor's,m,referred,1,29,5,2,0,0,61,0
62402,Sales & Marketing,region_13,Bachelor's,m,other,1,44,4,7,0,0,54,1
50602,Operations,region_7,Bachelor's,f,sourcing,1,29,3,5,0,0,63,1
22818,Technology,region_2,Bachelor's,f,other,2,28,,1,0,0,82,0
20017,Sales & Marketing,region_1,Master's & above,f,sourcing,2,32,1,3,0,0,49,1
56054,Operations,region_2,Master's & above,m,other,1,48,5,7,0,0,69,0
40361,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,27,3,6,0,0,48,1
11007,Operations,region_29,Bachelor's,m,other,1,32,3,3,0,0,59,1
5644,Technology,region_2,Bachelor's,f,referred,1,36,5,7,1,0,84,1
27081,Analytics,region_14,Bachelor's,m,other,1,31,5,3,1,0,84,1
40430,Technology,region_2,Bachelor's,m,other,1,54,4,7,1,0,82,1
19599,Operations,region_22,Master's & above,m,other,1,54,3,4,0,0,60,1
12079,Operations,region_26,Bachelor's,f,sourcing,2,36,4,7,1,0,60,1
50797,Procurement,region_23,Master's & above,m,other,1,42,3,12,0,0,72,1
34364,HR,region_2,Master's & above,f,other,1,36,3,9,0,0,53,1
11931,Operations,region_13,Bachelor's,f,other,1,34,5,2,0,0,62,1
50883,Sales & Marketing,region_20,Bachelor's,m,other,1,40,4,9,1,0,50,1
10157,Sales & Marketing,region_3,Bachelor's,m,other,1,41,5,7,0,0,49,1
40607,Technology,region_14,Master's & above,m,sourcing,1,45,3,13,0,0,83,1
51953,Sales & Marketing,region_28,Master's & above,m,other,1,41,1,10,0,0,51,1
55649,HR,region_12,Bachelor's,f,sourcing,1,27,,1,0,0,50,1
37104,Operations,region_29,Bachelor's,f,other,1,33,5,9,1,0,65,1
27719,Technology,region_16,Bachelor's,f,referred,2,31,3,10,0,0,75,1
3883,Technology,region_2,Master's & above,f,sourcing,1,36,3,8,0,0,78,1
7764,Legal,region_2,Master's & above,m,other,1,46,3,12,0,0,60,1
72918,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5,6,0,0,64,0
28560,Analytics,region_11,Bachelor's,m,other,1,30,3,2,1,0,88,1
67044,Operations,region_1,Bachelor's,f,sourcing,1,27,5,3,1,0,60,1
65845,Analytics,region_5,Bachelor's,m,other,1,42,3,13,0,0,88,1
63188,Technology,region_14,Master's & above,f,sourcing,1,43,2,4,1,1,78,1
29617,Operations,region_32,Bachelor's,f,sourcing,2,30,3,3,0,0,57,1
50667,HR,region_2,Master's & above,f,sourcing,1,55,3,5,0,0,50,1
53846,Finance,region_15,Bachelor's,m,sourcing,1,27,4,2,1,0,57,0
71652,Operations,region_21,Bachelor's,m,sourcing,1,29,2,4,0,0,60,1
36461,Technology,region_4,Bachelor's,m,sourcing,2,32,4,6,1,0,79,1
2451,Operations,region_31,Bachelor's,m,sourcing,2,34,4,3,1,0,61,1
38426,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,3,3,0,0,48,1
9818,Technology,region_15,Bachelor's,m,other,1,28,2,3,0,0,83,1
36224,HR,region_26,Bachelor's,f,other,1,29,3,2,0,0,50,1
11765,Operations,region_2,Bachelor's,f,referred,1,31,4,4,1,0,62,1
64002,Procurement,region_17,Master's & above,m,other,1,50,1,27,0,0,70,1
62973,Finance,region_4,Bachelor's,m,sourcing,1,26,3,4,1,0,54,0
67720,Procurement,region_27,Bachelor's,m,sourcing,9,26,2,2,0,0,71,1
52394,Operations,region_7,Bachelor's,f,sourcing,1,46,4,11,0,0,59,1
9846,Technology,region_2,Master's & above,f,other,1,20,3,2,0,0,80,1
32260,Operations,region_2,,m,other,1,53,5,13,0,0,57,1
68726,Technology,region_2,Bachelor's,f,other,1,29,,1,1,0,82,1
22639,Procurement,region_13,Master's & above,f,sourcing,1,37,5,4,0,0,71,1
11140,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,42,1,7,0,0,47,1
37747,Sales & Marketing,region_10,Bachelor's,m,other,1,29,1,4,0,0,50,1
62304,Analytics,region_31,Bachelor's,m,other,2,28,,1,1,0,82,1
52512,Operations,region_13,Bachelor's,m,sourcing,1,31,5,3,1,0,62,1
25827,Operations,region_32,Bachelor's,m,other,1,30,4,2,1,0,59,1
37351,Sales & Marketing,region_11,Bachelor's,m,other,2,32,5,4,1,0,52,1
43133,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,,1,0,0,51,1
67118,Sales & Marketing,region_7,Master's & above,m,other,1,35,4,2,0,0,53,1
52130,Sales & Marketing,region_2,Master's & above,m,other,1,38,5,10,1,0,48,1
20807,Operations,region_2,Bachelor's,m,sourcing,1,52,3,15,0,0,66,1
53662,Analytics,region_12,Bachelor's,m,sourcing,1,33,3,4,0,0,80,1
53300,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,27,5,2,1,0,46,0
26146,Operations,region_22,Master's & above,m,sourcing,1,45,3,15,1,0,57,1
75379,Operations,region_2,Master's & above,f,other,1,45,4,18,0,0,60,1
52869,Procurement,region_22,Master's & above,m,sourcing,1,34,4,3,1,0,69,1
58566,Analytics,region_7,Bachelor's,m,other,1,47,3,13,0,0,88,1
10328,Operations,region_27,Master's & above,f,other,1,35,5,4,1,0,60,1
44855,Sales & Marketing,region_10,Bachelor's,m,sourcing,2,31,1,2,0,0,46,1
64574,Technology,region_2,Bachelor's,m,referred,1,52,3,17,0,0,81,1
51517,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,25,,1,0,0,55,1
1509,Analytics,region_2,Master's & above,m,other,2,36,3,7,1,0,83,1
25947,Operations,region_29,Bachelor's,m,other,1,28,3,5,0,0,64,1
59411,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5,11,1,1,90,0
20706,Technology,region_26,Master's & above,f,other,1,42,3,7,0,0,81,1
46224,Finance,region_24,Bachelor's,m,other,1,31,3,6,0,0,59,1
62904,Technology,region_22,Bachelor's,m,other,1,52,3,7,0,0,82,1
8772,Analytics,region_7,Bachelor's,m,sourcing,1,33,4,4,1,0,85,1
28021,Technology,region_19,Bachelor's,m,other,1,31,1,7,0,0,76,1
8994,Operations,region_12,Bachelor's,f,other,1,33,5,6,1,0,64,1
4974,Sales & Marketing,region_7,Master's & above,m,other,2,43,1,9,0,0,47,1
52606,Procurement,region_7,Bachelor's,m,other,3,25,5,2,0,0,82,0
54421,Operations,region_34,Bachelor's,m,sourcing,1,33,3,5,1,0,58,1
55548,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,30,3,5,0,0,46,1
18088,HR,region_10,Master's & above,m,sourcing,1,29,5,3,1,0,49,1
38328,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,54,5,16,1,0,47,1
1611,HR,region_13,Bachelor's,m,other,1,41,5,4,0,0,60,0
45522,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,5,6,1,0,49,1
60944,Operations,region_2,Master's & above,f,other,1,58,5,16,0,0,90,0
43868,Technology,region_7,Bachelor's,f,other,1,53,2,16,0,0,79,1
61367,Legal,region_2,Bachelor's,m,sourcing,3,35,5,3,0,0,60,1
15991,Operations,region_8,Bachelor's,f,sourcing,1,29,5,2,1,0,56,1
39699,Sales & Marketing,region_13,Master's & above,m,sourcing,1,38,4,8,0,0,48,1
16479,Analytics,region_2,Master's & above,m,other,1,36,1,4,0,0,85,1
67992,Finance,region_2,Bachelor's,f,sourcing,1,28,1,2,1,0,60,1
70641,Operations,region_22,Bachelor's,m,other,2,27,,1,1,0,57,1
77022,Finance,region_6,Bachelor's,f,other,1,30,2,7,0,0,59,1
50002,Analytics,region_22,Bachelor's,m,sourcing,2,31,3,2,1,0,88,0
34025,Operations,region_21,Master's & above,m,other,1,31,5,7,1,0,60,1
16572,R&D,region_22,Bachelor's,m,sourcing,2,37,3,4,0,0,84,1
25517,Technology,region_22,Bachelor's,m,other,1,28,4,6,0,0,77,1
23472,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,3,7,0,0,49,1
55446,Sales & Marketing,region_1,Master's & above,m,other,1,49,3,4,0,0,54,1
32683,Operations,region_27,Bachelor's,m,other,1,40,4,5,1,0,61,1
2144,Analytics,region_22,Bachelor's,m,other,1,31,3,6,1,0,84,1
56706,Procurement,region_29,Bachelor's,m,other,1,28,2,2,0,0,72,1
45920,Analytics,region_26,Bachelor's,m,other,1,29,5,3,1,0,80,1
72608,Operations,region_2,Below Secondary,f,other,1,26,5,4,1,0,59,1
48280,Operations,region_7,Bachelor's,m,sourcing,1,39,2,5,1,0,58,1
69564,Analytics,region_2,Bachelor's,m,sourcing,1,31,2,3,1,0,86,1
55949,Sales & Marketing,region_23,Master's & above,m,sourcing,1,39,3,13,0,0,52,1
18334,Technology,region_7,Master's & above,m,other,1,39,1,12,0,1,81,1
60420,Sales & Marketing,region_25,Bachelor's,m,other,1,38,5,8,0,0,47,1
54592,Sales & Marketing,region_1,Master's & above,m,other,2,34,4,7,0,0,50,1
13053,Operations,region_22,Master's & above,f,other,1,49,3,11,0,0,57,1
76901,Procurement,region_2,Master's & above,m,sourcing,1,43,5,13,0,0,73,1
9236,Sales & Marketing,region_22,Master's & above,m,sourcing,3,38,3,4,0,0,49,1
24964,Operations,region_15,Bachelor's,m,sourcing,1,51,4,15,0,0,63,1
66370,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,3,3,0,0,60,0
60688,Technology,region_11,Bachelor's,m,sourcing,1,30,5,4,1,0,80,0
9488,Sales & Marketing,region_10,Master's & above,m,sourcing,1,38,4,7,0,0,56,1
28348,Procurement,region_26,Bachelor's,f,other,1,31,5,7,1,1,70,1
46311,Operations,region_22,Master's & above,m,referred,2,38,5,11,0,0,56,1
30868,Finance,region_27,Bachelor's,f,sourcing,1,25,3,3,1,0,59,1
26223,Procurement,region_22,Bachelor's,m,other,1,31,5,3,1,0,70,1
28966,Sales & Marketing,region_13,Master's & above,m,other,1,40,1,3,0,0,47,1
20697,Operations,region_21,Bachelor's,m,other,1,45,3,14,0,0,62,1
37471,Technology,region_2,Master's & above,m,other,1,51,2,8,0,0,76,1
46836,Sales & Marketing,region_2,Master's & above,f,other,1,34,5,2,1,0,48,1
70976,Sales & Marketing,region_15,Master's & above,m,other,1,49,5,3,1,0,54,1
11643,Technology,region_7,Bachelor's,m,other,1,29,4,5,1,0,79,1
15276,HR,region_26,Bachelor's,m,sourcing,1,29,3,5,0,0,46,1
38835,Finance,region_7,Master's & above,m,sourcing,2,35,3,6,1,0,61,1
25550,Sales & Marketing,region_17,Master's & above,m,other,1,38,4,3,1,0,52,1
61263,Operations,region_15,Master's & above,m,other,1,32,4,9,1,0,59,1
53341,R&D,region_22,Bachelor's,m,other,1,39,3,9,0,0,86,1
31722,Operations,region_2,Bachelor's,m,other,1,45,5,6,0,0,58,1
61589,HR,region_26,Bachelor's,f,other,1,33,4,4,1,0,54,1
33025,Technology,region_7,,m,sourcing,1,24,,1,0,0,82,1
58500,Technology,region_13,Bachelor's,m,sourcing,1,52,3,4,0,0,82,1
6818,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,26,3,2,1,0,48,1
43616,Sales & Marketing,region_1,Master's & above,m,other,1,43,4,6,0,0,52,1
37263,Procurement,region_12,Bachelor's,m,sourcing,1,28,,1,1,0,68,1
51665,Technology,region_2,Bachelor's,m,sourcing,1,27,5,5,1,0,80,1
58911,Technology,region_16,Below Secondary,m,sourcing,1,24,,1,1,0,83,1
13195,Sales & Marketing,region_13,Master's & above,f,sourcing,1,36,3,3,1,0,51,1
9480,HR,region_2,Bachelor's,f,referred,1,36,3,5,1,0,51,1
77075,HR,region_11,Bachelor's,m,sourcing,1,28,3,2,1,0,49,1
24722,Finance,region_26,Bachelor's,f,sourcing,1,31,1,6,0,0,61,1
54404,Sales & Marketing,region_11,Master's & above,m,other,1,46,3,15,0,0,49,1
69236,Sales & Marketing,region_22,,m,other,1,27,5,2,0,0,49,1
41129,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,36,1,9,0,0,48,1
75639,Analytics,region_28,Bachelor's,m,sourcing,1,28,2,3,0,0,84,1
70207,Sales & Marketing,region_13,Bachelor's,m,other,4,45,1,17,0,0,49,1
37465,R&D,region_2,Master's & above,m,sourcing,1,48,3,6,1,0,88,1
10236,Legal,region_7,Bachelor's,m,sourcing,1,32,,1,0,0,60,1
48998,Analytics,region_22,,m,sourcing,1,26,4,6,1,0,85,0
30959,Sales & Marketing,region_14,Bachelor's,m,other,2,34,3,5,0,0,51,1
68991,R&D,region_32,Bachelor's,m,other,1,28,,1,0,0,86,1
17464,Operations,region_7,Bachelor's,m,other,1,35,4,8,0,0,60,1
36609,Procurement,region_8,Bachelor's,m,sourcing,1,26,2,2,0,0,68,1
38981,Analytics,region_7,Master's & above,m,sourcing,1,39,3,8,0,0,84,1
55580,Technology,region_16,Bachelor's,f,sourcing,1,32,5,3,1,0,81,1
78037,Analytics,region_13,Master's & above,m,sourcing,2,34,5,4,0,0,81,1
65045,Technology,region_5,Bachelor's,m,other,1,31,2,2,0,0,76,1
59183,Operations,region_27,Bachelor's,m,sourcing,1,45,4,2,0,0,57,1
65913,Procurement,region_5,Master's & above,m,other,1,48,3,18,0,0,66,1
41366,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,3,3,1,0,48,1
67214,Procurement,region_26,Bachelor's,f,other,1,41,3,11,1,0,68,1
27187,Technology,region_28,Master's & above,m,sourcing,1,31,4,6,1,0,81,1
23409,Technology,region_7,Master's & above,m,other,1,46,3,3,0,0,79,1
53155,Technology,region_23,Master's & above,m,sourcing,1,44,4,18,1,0,81,1
63861,Analytics,region_22,Bachelor's,m,sourcing,1,30,,1,0,0,85,1
46659,Procurement,region_15,Bachelor's,m,sourcing,1,41,1,5,0,0,68,1
70783,Sales & Marketing,region_25,Master's & above,m,other,1,45,3,16,0,0,46,1
72675,Finance,region_31,Bachelor's,f,other,1,26,3,3,0,0,58,1
32581,Finance,region_13,Master's & above,m,other,3,36,3,7,0,1,57,1
19815,Analytics,region_26,Bachelor's,m,sourcing,1,32,3,10,0,0,80,1
26721,Sales & Marketing,region_22,Bachelor's,m,other,4,29,1,8,0,0,46,1
39996,Operations,region_15,Bachelor's,m,sourcing,1,38,4,3,1,0,62,1
10838,Sales & Marketing,region_9,Bachelor's,m,other,1,29,1,6,0,0,46,1
25352,Operations,region_2,Bachelor's,f,sourcing,2,50,5,7,1,0,54,1
33005,Sales & Marketing,region_2,Bachelor's,m,other,1,25,2,4,0,0,49,1
71946,Sales & Marketing,region_2,Bachelor's,m,other,2,35,4,8,0,0,53,1
44610,Analytics,region_6,Bachelor's,f,sourcing,1,27,3,2,0,0,81,1
31863,Sales & Marketing,region_32,Bachelor's,m,other,1,29,2,5,0,0,53,1
17474,Procurement,region_22,Bachelor's,m,sourcing,1,40,3,6,1,0,71,1
58306,Analytics,region_22,Bachelor's,f,sourcing,2,27,3,2,0,0,85,1
41504,Technology,region_26,Bachelor's,f,other,1,38,1,11,0,0,83,1
31441,Analytics,region_2,Bachelor's,m,sourcing,1,31,5,7,1,0,86,1
22862,Procurement,region_4,Master's & above,m,sourcing,1,38,5,3,1,0,70,0
71597,Technology,region_2,Master's & above,f,sourcing,1,40,4,8,0,0,84,1
15484,Operations,region_15,Bachelor's,m,other,1,36,5,9,0,0,60,1
28708,Operations,region_24,Master's & above,m,other,1,33,3,8,0,0,55,1
26459,Technology,region_2,Bachelor's,f,other,2,31,4,6,0,0,82,1
62326,Legal,region_22,Master's & above,m,sourcing,1,45,3,10,0,0,59,1
74504,Procurement,region_16,Master's & above,m,other,1,36,5,8,1,0,67,0
64213,HR,region_7,Master's & above,f,other,1,32,4,8,1,0,46,1
7538,Analytics,region_7,Bachelor's,m,other,2,30,,1,0,0,85,1
50144,Operations,region_2,Bachelor's,f,other,1,57,3,11,0,0,59,1
72073,Sales & Marketing,region_15,Bachelor's,m,other,1,27,5,5,1,0,47,1
59431,Operations,region_29,Bachelor's,m,sourcing,1,34,1,4,0,0,55,1
8787,Sales & Marketing,region_2,,f,other,1,53,2,9,0,0,49,1
25391,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,28,3,6,0,0,49,1
29974,Sales & Marketing,region_22,Bachelor's,m,other,2,28,5,2,0,0,53,1
49780,HR,region_29,Master's & above,m,sourcing,1,30,3,7,0,0,48,1
61999,Procurement,region_7,Master's & above,m,sourcing,1,41,2,14,0,0,73,1
2033,Procurement,region_2,Master's & above,m,sourcing,3,38,3,4,0,0,71,1
19233,Analytics,region_25,Bachelor's,m,sourcing,1,28,1,5,0,0,84,1
56006,Procurement,region_2,Master's & above,m,sourcing,7,48,4,17,1,0,67,1
55067,Sales & Marketing,region_2,Master's & above,f,other,1,46,3,14,0,0,52,1
32237,R&D,region_22,Bachelor's,m,other,1,36,3,10,0,0,86,1
65926,Technology,region_2,Bachelor's,m,other,1,30,4,4,1,0,78,1
41919,Sales & Marketing,region_13,Bachelor's,m,other,1,58,3,27,0,0,46,1
56492,Finance,region_13,Bachelor's,m,sourcing,4,27,3,2,0,0,59,1
15690,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,37,3,10,0,0,43,1
28065,Sales & Marketing,region_16,Master's & above,m,sourcing,1,58,5,7,0,0,53,1
59859,Operations,region_13,Master's & above,f,other,1,39,4,10,0,0,55,1
15208,Operations,region_12,Bachelor's,f,other,1,30,,1,0,0,63,1
18857,Operations,region_22,Bachelor's,m,other,2,30,4,2,1,0,57,1
51453,Operations,region_22,Bachelor's,m,other,1,27,1,4,0,0,58,1
71916,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,29,3,6,1,1,88,0
59558,Operations,region_13,Master's & above,f,sourcing,1,41,4,4,1,0,60,1
12696,Sales & Marketing,region_2,Master's & above,m,other,1,40,1,5,0,0,49,1
20532,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,33,2,4,1,0,50,0
65216,Sales & Marketing,region_13,Master's & above,f,other,3,37,3,9,0,0,52,1
52102,Finance,region_2,Bachelor's,m,sourcing,4,30,4,5,0,0,67,1
32763,Technology,region_2,Bachelor's,f,other,1,50,4,5,1,0,80,1
20312,Procurement,region_22,Bachelor's,m,other,3,29,3,3,0,0,70,1
9427,Operations,region_19,Bachelor's,m,sourcing,1,43,4,6,0,0,57,1
26354,Analytics,region_23,Master's & above,m,sourcing,1,36,3,9,0,0,83,1
14825,Technology,region_7,Bachelor's,f,other,1,30,2,4,0,0,77,1
15871,Operations,region_26,Bachelor's,m,sourcing,1,34,3,10,0,0,55,1
45158,Procurement,region_22,Master's & above,m,other,1,49,3,15,0,0,71,1
70373,Analytics,region_32,Bachelor's,m,sourcing,1,28,5,5,1,0,86,1
